"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13637799","JH476854","2024-10-20T18:00:00.000","008XX S LYTLE ST","1320","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL","false","false","1231","012","28","28","14","1168092","1896251","2024","2024-10-28T15:40:58.000","41.870851206","-87.658342875","
,  
(41.870851206, -87.658342875)"
"13638367","JH477564","2024-10-20T18:00:00.000","072XX S SOUTH SHORE DR","0820","THEFT","$500 AND UNDER","STREET","false","false","0334","003","7","43","06","1194918","1857750","2024","2024-10-28T15:40:58.000","41.764581624","-87.561127448","
,  
(41.764581624, -87.561127448)"
"13636864","JH475955","2024-10-20T17:56:00.000","021XX S MICHIGAN AVE","2027","NARCOTICS","POSSESS - CRACK","SIDEWALK","true","false","0132","001","3","33","18","1177543","1890008","2024","2024-10-28T15:40:58.000","41.853510842","-87.6238347","
,  
(41.853510842, -87.6238347)"
"13636924","JH475947","2024-10-20T17:54:00.000","063XX S DR MARTIN LUTHER KING JR DR","0460","BATTERY","SIMPLE","CHA PARKING LOT / GROUNDS","false","false","0312","003","20","69","08B","1180013","1862902","2024","2024-10-28T15:40:58.000","41.779073436","-87.615600014","
,  
(41.779073436, -87.615600014)"
"13637085","JH475934","2024-10-20T17:53:00.000","081XX S MUSKEGON AVE","0460","BATTERY","SIMPLE","APARTMENT","false","false","0422","004","7","46","08B","1196578","1851631","2024","2024-10-28T15:40:58.000","41.747749594","-87.555246081","
,  
(41.747749594, -87.555246081)"
"13641485","JH481000","2024-10-20T17:51:00.000","034XX S HALSTED ST","1130","DECEPTIVE PRACTICE","FRAUD OR CONFIDENCE GAME","BANK","false","false","0913","009","11","60","11","1171531","1882112","2024","2024-10-28T15:40:58.000","41.831977734","-87.646132596","
,  
(41.831977734, -87.646132596)"
"13637036","JH475914","2024-10-20T17:47:00.000","002XX N LA CROSSE AVE","0460","BATTERY","SIMPLE","ALLEY","false","false","1532","015","28","25","08B","1144001","1901195","2024","2024-10-28T15:40:58.000","41.884903932","-87.746666005","
,  
(41.884903932, -87.746666005)"
"13636934","JH476057","2024-10-20T17:45:00.000","010XX W CARROLL AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","VEHICLE NON-COMMERCIAL","false","false","1214","012","27","28","06","1169576","1902423","2024","2024-10-28T15:40:58.000","41.887755469","-87.652714923","
,  
(41.887755469, -87.652714923)"
"13636849","JH475941","2024-10-20T17:45:00.000","003XX N KEELER AVE","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","STREET","true","false","1114","011","28","26","18","1148334","1901725","2024","2024-10-28T15:40:58.000","41.886275922","-87.730740728","
,  
(41.886275922, -87.730740728)"
"13636940","JH475921","2024-10-20T17:45:00.000","013XX S CALIFORNIA BLVD","0440","BATTERY","AGGRAVATED - HANDS, FISTS, FEET, NO / MINOR INJURY","SIDEWALK","false","true","1023","010","28","29","08B","1157901","1893603","2024","2024-10-28T15:40:58.000","41.863798633","-87.695829834","
,  
(41.863798633, -87.695829834)"
"13636875","JH475969","2024-10-20T17:40:00.000","028XX W 19TH ST","0460","BATTERY","SIMPLE","HOSPITAL BUILDING / GROUNDS","false","false","1022","010","25","30","08B","1157372","1890584","2024","2024-10-28T15:40:58.000","41.855524939","-87.6978538","
,  
(41.855524939, -87.6978538)"
"13636882","JH475932","2024-10-20T17:39:00.000","004XX W 63RD ST","0460","BATTERY","SIMPLE","APARTMENT","false","false","0711","007","20","68","08B","1174491","1863157","2024","2024-10-28T15:40:58.000","41.779897875","-87.635836483","
,  
(41.779897875, -87.635836483)"
"13638824","JH478050","2024-10-20T17:35:00.000","021XX S PRAIRIE AVE","0460","BATTERY","SIMPLE","SIDEWALK","false","false","0132","001","3","33","08B","1178400","1890131","2024","2024-10-28T15:40:58.000","41.853828887","-87.620685495","
,  
(41.853828887, -87.620685495)"
"13636850","JH475952","2024-10-20T17:33:00.000","071XX S NORMAL BLVD","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","true","false","0732","007","6","68","26","1174193","1857675","2024","2024-10-28T15:40:58.000","41.764861268","-87.637091689","
,  
(41.764861268, -87.637091689)"
"13637074","JH475899","2024-10-20T17:32:00.000","058XX S MICHIGAN AVE","0560","ASSAULT","SIMPLE","STREET","false","true","0232","002","20","40","08A","1178156","1866304","2024","2024-10-28T15:40:58.000","41.788451196","-87.622304761","
,  
(41.788451196, -87.622304761)"
"13637451","JH476549","2024-10-20T17:30:00.000","005XX W ALDINE AVE","0810","THEFT","OVER $500","APARTMENT","false","false","1925","019","44","6","06","1172052","1922302","2024","2024-10-28T15:40:58.000","41.942250183","-87.643034758","
,  
(41.942250183, -87.643034758)"
"13636815","JH475928","2024-10-20T17:30:00.000","020XX W 63RD ST","0460","BATTERY","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","true","false","0714","007","16","67","08B","1163976","1862860","2024","2024-10-28T15:40:58.000","41.779310448","-87.674394341","
,  
(41.779310448, -87.674394341)"
"13637112","JH475937","2024-10-20T17:30:00.000","049XX S KEDZIE AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","false","false","0821","008","14","63","06","1155883","1871498","2024","2024-10-28T15:40:58.000","41.803180697","-87.703832492","
,  
(41.803180697, -87.703832492)"
"13637075","JH476119","2024-10-20T17:30:00.000","004XX S PULASKI RD","031A","ROBBERY","ARMED - HANDGUN","STREET","false","false","1132","011","28","26","03","1149797","1897617","2024","2024-10-28T15:40:58.000","41.874974798","-87.725475051","
,  
(41.874974798, -87.725475051)"
"13638126","JH477372","2024-10-20T17:30:00.000","014XX W 18TH ST","0810","THEFT","OVER $500","SMALL RETAIL STORE","false","false","1233","012","25","31","06","1167059","1891509","2024","2024-10-28T15:40:58.000","41.857860984","-87.66227145","
,  
(41.857860984, -87.66227145)"
"13636870","JH475944","2024-10-20T17:30:00.000","068XX S THROOP ST","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0724","007","17","67","14","1168840","1859337","2024","2024-10-28T15:40:58.000","41.769539234","-87.656664006","
,  
(41.769539234, -87.656664006)"
"13637168","JH475987","2024-10-20T17:30:00.000","020XX W 18TH PL","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","true","true","1234","012","25","31","04B","1162980","1891067","2024","2024-10-28T15:40:58.000","41.8567346","-87.67725623","
,  
(41.8567346, -87.67725623)"
"13636848","JH475911","2024-10-20T17:21:00.000","025XX N CENTRAL AVE","0860","THEFT","RETAIL THEFT","GROCERY FOOD STORE","false","false","2515","025","30","19","06","1138618","1916230","2024","2024-10-28T15:40:58.000","41.926261042","-87.766068398","
,  
(41.926261042, -87.766068398)"
"13636821","JH475924","2024-10-20T17:14:00.000","001XX N MICHIGAN AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","STREET","true","false","0111","001","34","32","04A","1177276","1901405","2024","2024-10-28T15:40:58.000","41.884790951","-87.624469241","
,  
(41.884790951, -87.624469241)"
"13637114","JH475880","2024-10-20T17:14:00.000","048XX S RIDGEWAY AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0821","008","14","57","08B","1152184","1872248","2024","2024-10-28T15:40:58.000","41.805312345","-87.717378891","
,  
(41.805312345, -87.717378891)"
"13636865","JH475920","2024-10-20T17:11:00.000","001XX E SUPERIOR ST","2022","NARCOTICS","POSSESS - COCAINE","STREET","true","false","1834","018","2","8","18","1177462","1905399","2024","2024-10-28T15:40:58.000","41.895746469","-87.623664929","
,  
(41.895746469, -87.623664929)"
"13636820","JH475854","2024-10-20T17:03:00.000","036XX W FIFTH AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","APARTMENT","false","true","1133","011","28","27","14","1152238","1897812","2024","2024-10-28T15:40:58.000","41.875462112","-87.716507499","
,  
(41.875462112, -87.716507499)"
"13638134","JH475863","2024-10-20T17:02:00.000","034XX S DR MARTIN LUTHER KING JR DR","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","false","false","0211","002","4","35","06","1179474","1882305","2024","2024-10-28T15:40:58.000","41.832329279","-87.616983146","
,  
(41.832329279, -87.616983146)"
"13637607","JH476708","2024-10-20T17:00:00.000","095XX S ESCANABA AVE","500E","OTHER OFFENSE","EAVESDROPPING","APARTMENT","false","true","0431","004","10","51","26","1197048","1842298","2024","2024-10-28T15:40:58.000","41.722127412","-87.553833631","
,  
(41.722127412, -87.553833631)"
"13638633","JH477879","2024-10-20T17:00:00.000","032XX W WARREN BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1123","011","28","27","14","1154706","1900161","2024","2024-10-28T15:40:58.000","41.881858981","-87.707383002","
,  
(41.881858981, -87.707383002)"
"13637505","JH476594","2024-10-20T17:00:00.000","012XX N MILWAUKEE AVE","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","STREET","false","false","1433","014","1","24","06","1165082","1908672","2024","2024-10-28T15:40:58.000","41.904999809","-87.669040583","
,  
(41.904999809, -87.669040583)"
"13636935","JH475868","2024-10-20T17:00:00.000","025XX W CERMAK RD","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","false","false","1034","010","28","31","08B","1159838","1889316","2024","2024-10-28T15:40:58.000","41.851994976","-87.688837326","
,  
(41.851994976, -87.688837326)"
"13636880","JH475873","2024-10-20T17:00:00.000","015XX S DRAKE AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","true","1021","010","24","29","14","1152955","1892266","2024","2024-10-28T15:40:58.000","41.860229103","-87.71402184","
,  
(41.860229103, -87.71402184)"
"13638720","JH477877","2024-10-20T17:00:00.000","054XX N EAST RIVER RD","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","1614","016","41","76","14","1116632","1934851","2024","2024-10-28T15:40:58.000","41.977730236","-87.846469859","
,  
(41.977730236, -87.846469859)"
"13638593","JH476838","2024-10-20T17:00:00.000","079XX S ESSEX AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","true","true","0422","004","7","46","08B","1194235","1852751","2024","2024-10-28T15:40:58.000","41.750880784","-87.563794674","
,  
(41.750880784, -87.563794674)"
"13638687","JH477955","2024-10-20T17:00:00.000","022XX W MAYPOLE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","false","1223","012","27","28","06","1161315","1900968","2024","2024-10-28T15:40:58.000","41.883938619","-87.68309239","
,  
(41.883938619, -87.68309239)"
"13636792","JH475893","2024-10-20T17:00:00.000","068XX N RIDGE BLVD","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","false","false","2411","024","40","2","08A","1161734","1945276","2024","2024-10-28T15:40:58.000","42.005513555","-87.680314231","
,  
(42.005513555, -87.680314231)"
"13637387","JH476461","2024-10-20T17:00:00.000","014XX E 72ND PL","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0324","003","8","43","14","1187124","1857212","2024","2024-10-28T15:40:58.000","41.763293758","-87.589711125","
,  
(41.763293758, -87.589711125)"
"13637256","JH476265","2024-10-20T17:00:00.000","026XX N MARSHFIELD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1931","019","32","7","07","1164884","1917604","2024","2024-10-28T15:40:58.000","41.92951399","-87.669513936","
,  
(41.92951399, -87.669513936)"
"13636961","JH475888","2024-10-20T16:58:00.000","094XX S RHODES AVE","0560","ASSAULT","SIMPLE","APARTMENT","true","true","0633","006","8","49","08A","1181564","1842476","2024","2024-10-28T15:40:58.000","41.722986607","-87.610543032","
,  
(41.722986607, -87.610543032)"
"13637079","JH475885","2024-10-20T16:55:00.000","085XX S MORGAN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","STREET","false","false","0613","006","17","71","14","1171136","1848294","2024","2024-10-28T15:40:58.000","41.739185933","-87.648570093","
,  
(41.739185933, -87.648570093)"
"13639017","JH478366","2024-10-20T16:54:00.000","0000X E CERMAK RD","0460","BATTERY","SIMPLE","GROCERY FOOD STORE","false","false","0131","001","3","33","08B","1177368","1889770","2024","2024-10-28T15:40:58.000","41.852861719","-87.624484216","
,  
(41.852861719, -87.624484216)"
"13636831","JH475851","2024-10-20T16:50:00.000","050XX S FAIRFIELD AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","true","0923","009","15","63","08A","1158893","1871098","2024","2024-10-28T15:40:58.000","41.802022021","-87.692804263","
,  
(41.802022021, -87.692804263)"
"13637049","JH475809","2024-10-20T16:45:00.000","080XX S ELLIS AVE","1365","CRIMINAL TRESPASS","TO RESIDENCE","APARTMENT","false","false","0631","006","8","44","26","1184291","1851855","2024","2024-10-28T15:40:58.000","41.74866035","-87.600261793","
,  
(41.74866035, -87.600261793)"
"13636860","JH475857","2024-10-20T16:42:00.000","023XX S HOMAN AVE","0554","ASSAULT","AGGRAVATED POLICE OFFICER - HANDS, FISTS, FEET, NO INJURY","STREET","true","false","1024","010","22","30","08A","1154067","1888206","2024","2024-10-28T15:40:58.000","41.849065911","-87.710048131","
,  
(41.849065911, -87.710048131)"
"13637116","JH475839","2024-10-20T16:40:00.000","024XX W 61ST ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","false","false","0825","008","16","66","04A","1161001","1864141","2024","2024-10-28T15:40:58.000","41.782887728","-87.685265669","
,  
(41.782887728, -87.685265669)"
"13636899","JH475859","2024-10-20T16:38:00.000","023XX S HOMAN AVE","0470","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT","STREET","true","false","1024","010","22","30","24","1154067","1888206","2024","2024-10-28T15:40:58.000","41.849065911","-87.710048131","
,  
(41.849065911, -87.710048131)"
"13637358","JH475939","2024-10-20T16:37:00.000","0000X E WACKER PL","0890","THEFT","FROM BUILDING","HOTEL / MOTEL","false","false","0111","001","42","32","06","1176974","1902140","2024","2024-10-28T15:40:58.000","41.886814671","-87.625555956","
,  
(41.886814671, -87.625555956)"
"13636830","JH475898","2024-10-20T16:32:00.000","006XX N OAKLEY BLVD","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","false","false","1221","012","36","24","07","1160960","1904135","2024","2024-10-28T15:40:58.000","41.892636511","-87.684308025","
,  
(41.892636511, -87.684308025)"
"13637537","JH476651","2024-10-20T16:30:00.000","028XX S DR MARTIN LUTHER KING JR DR","0760","BURGLARY","BURGLARY FROM MOTOR VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0133","001","4","35","06","1179378","1886082","2024","2024-10-28T15:40:58.000","41.842695834","-87.61721984","
,  
(41.842695834, -87.61721984)"
"13636837","JH475852","2024-10-20T16:30:00.000","038XX S MICHIGAN AVE","0820","THEFT","$500 AND UNDER","APARTMENT","false","true","0212","002","3","35","06","1177831","1879513","2024","2024-10-28T15:40:58.000","41.824705249","-87.623096173","
,  
(41.824705249, -87.623096173)"
"13638683","JH477868","2024-10-20T16:30:00.000","068XX S TALMAN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","0831","008","16","66","14","1159890","1859109","2024","2024-10-28T15:40:58.000","41.769102111","-87.689477091","
,  
(41.769102111, -87.689477091)"
"13638787","JH477880","2024-10-20T16:30:00.000","006XX W HARRISON ST","1220","DECEPTIVE PRACTICE","THEFT OF LOST / MISLAID PROPERTY","VEHICLE - COMMERCIAL","false","false","0124","001","34","28","11","1172257","1897564","2024","2024-10-28T15:40:58.000","41.874363279","-87.643013039","
,  
(41.874363279, -87.643013039)"
"13637019","JH475794","2024-10-20T16:27:00.000","064XX S DR MARTIN LUTHER KING JR DR","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","true","false","0312","003","20","42","15","1180028","1862384","2024","2024-10-28T15:40:58.000","41.777651649","-87.615560874","
,  
(41.777651649, -87.615560874)"
"13636898","JH475836","2024-10-20T16:25:00.000","0000X N DEARBORN ST","0810","THEFT","OVER $500","CTA TRAIN","false","false","0112","001","34","32","06","1175937","1900516","2024","2024-10-28T15:40:58.000","41.882381731","-87.629412971","
,  
(41.882381731, -87.629412971)"
"13636877","JH475812","2024-10-20T16:21:00.000","063XX S INGLESIDE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0314","003","20","42","08B","1183816","1863135","2024","2024-10-28T15:40:58.000","41.77962486","-87.601650748","
,  
(41.77962486, -87.601650748)"
"13636765","JH475789","2024-10-20T16:20:00.000","056XX S DR MARTIN LUTHER KING JR DR","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0231","002","20","40","08B","1179886","1867742","2024","2024-10-28T15:40:58.000","41.792357766","-87.615917551","
,  
(41.792357766, -87.615917551)"
"13636819","JH475881","2024-10-20T16:17:00.000","005XX E 115TH ST","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","STREET","false","false","0531","005","9","50","26","1181467","1828794","2024","2024-10-28T15:40:58.000","41.685443632","-87.6113185","
,  
(41.685443632, -87.6113185)"
"13636724","JH475784","2024-10-20T16:13:00.000","044XX W MONROE ST","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","SIDEWALK","true","false","1113","011","28","26","18","1146679","1899291","2024","2024-10-28T15:40:58.000","41.879628476","-87.736880459","
,  
(41.879628476, -87.736880459)"
"13636895","JH475946","2024-10-20T16:10:00.000","003XX W CERMAK RD","0860","THEFT","RETAIL THEFT","COMMERCIAL / BUSINESS OFFICE","false","false","0914","009","11","34","06","1174359","1889753","2024","2024-10-28T15:40:58.000","41.852882701","-87.635528609","
,  
(41.852882701, -87.635528609)"
"13636790","JH475788","2024-10-20T16:08:00.000","057XX W DIVERSEY AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","false","false","2514","025","30","19","04A","1137750","1918037","2024","2024-10-28T15:40:58.000","41.931235361","-87.769214252","
,  
(41.931235361, -87.769214252)"
"13639791","JH479225","2024-10-20T16:00:00.000","050XX N ASHLAND AVE","0925","MOTOR VEHICLE THEFT","ATTEMPT - TRUCK, BUS, MOTOR HOME","STREET","false","false","2032","020","47","3","07","1164753","1933379","2024","2024-10-28T15:40:58.000","41.972804119","-87.669546352","
,  
(41.972804119, -87.669546352)"
"13639107","JH478566","2024-10-20T16:00:00.000","039XX W 56TH ST","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0822","008","23","62","06","1151063","1867178","2024","2024-10-28T15:40:58.000","41.791421485","-87.721622634","
,  
(41.791421485, -87.721622634)"
"13641519","JH481361","2024-10-20T16:00:00.000","026XX N NARRAGANSETT AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","2512","025","36","19","06","1133298","1916823","2024","2024-10-28T15:40:58.000","41.927983218","-87.785603309","
,  
(41.927983218, -87.785603309)"
"13640246","JH479879","2024-10-20T16:00:00.000","020XX N LINCOLN AVE","0810","THEFT","OVER $500","STREET","false","false","1812","018","43","7","06","1172912","1913932","2024","2024-10-28T15:40:58.000","41.919263518","-87.640122629","
,  
(41.919263518, -87.640122629)"
"13643430","JH483686","2024-10-20T16:00:00.000","029XX W 55TH ST","0326","ROBBERY","AGGRAVATED VEHICULAR HIJACKING","STREET","false","false","0923","009","14","63","03",,,"2024","2024-10-28T15:40:58.000",,,
"13638089","JH476992","2024-10-20T16:00:00.000","023XX S KILDARE AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","1013","010","22","29","06","1148307","1888242","2024","2024-10-28T15:40:58.000","41.849277475","-87.731187185","
,  
(41.849277475, -87.731187185)"
"13637126","JH476101","2024-10-20T16:00:00.000","121XX S JUSTINE ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","false","true","0524","005","21","53","08B","1168199","1824147","2024","2024-10-28T15:40:58.000","41.672986347","-87.66002247","
,  
(41.672986347, -87.66002247)"
"13637406","JH476481","2024-10-20T16:00:00.000","008XX S LYTLE ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1231","012","28","28","14","1168172","1896457","2024","2024-10-28T15:40:58.000","41.87141476","-87.658043219","
,  
(41.87141476, -87.658043219)"
"13637320","JH476336","2024-10-20T16:00:00.000","016XX E 50TH PL","1360","CRIMINAL TRESPASS","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0222","002","5","39","26","1187995","1871840","2024","2024-10-28T15:40:58.000","41.803413431","-87.586052837","
,  
(41.803413431, -87.586052837)"
"13637147","JH476167","2024-10-20T16:00:00.000","0000X N STATE ST","0820","THEFT","$500 AND UNDER","DEPARTMENT STORE","false","false","0112","001","34","32","06","1176363","1900552","2024","2024-10-28T15:40:58.000","41.882470918","-87.627847625","
,  
(41.882470918, -87.627847625)"
"13638233","JH476658","2024-10-20T15:59:00.000","068XX W BELMONT AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","false","false","2511","025","36","18","06","1130394","1920510","2024","2024-10-28T15:40:58.000","41.938151196","-87.796189752","
,  
(41.938151196, -87.796189752)"
"13636827","JH475748","2024-10-20T15:53:00.000","035XX S RHODES AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","CHA PARKING LOT / GROUNDS","true","false","0212","002","4","35","15","1180165","1881623","2024","2024-10-28T15:40:58.000","41.830441981","-87.614468739","
,  
(41.830441981, -87.614468739)"
"13636778","JH475778","2024-10-20T15:52:00.000","061XX S RICHMOND ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","0823","008","15","66","08B","1157770","1863728","2024","2024-10-28T15:40:58.000","41.78182061","-87.697122808","
,  
(41.78182061, -87.697122808)"
"13636885","JH475770","2024-10-20T15:50:00.000","067XX S BISHOP ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","false","false","0725","007","16","67","14","1167829","1859966","2024","2024-10-28T15:40:58.000","41.771287058","-87.660351838","
,  
(41.771287058, -87.660351838)"
"13636911","JH475933","2024-10-20T15:49:00.000","001XX N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0111","001","34","32","06","1176352","1900927","2024","2024-10-28T15:40:58.000","41.883500187","-87.627876698","
,  
(41.883500187, -87.627876698)"
"13636888","JH475774","2024-10-20T15:48:00.000","078XX S ADA ST","0710","THEFT","THEFT FROM MOTOR VEHICLE","ALLEY","false","true","0612","006","17","71","06","1168802","1852756","2024","2024-10-28T15:40:58.000","41.751480925","-87.656992959","
,  
(41.751480925, -87.656992959)"
"13636730","JH475787","2024-10-20T15:38:00.000","060XX S KIMBARK AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","false","false","0235","002","20","42","14","1185683","1865320","2024","2024-10-28T15:40:58.000","41.785576887","-87.594737376","
,  
(41.785576887, -87.594737376)"
"13636797","JH475739","2024-10-20T15:37:00.000","006XX E SOLIDARITY DR","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","PARK PROPERTY","true","false","0132","001","4","33","15","1180603","1894742","2024","2024-10-28T15:40:58.000","41.866431281","-87.612457669","
,  
(41.866431281, -87.612457669)"
"13636902","JH475785","2024-10-20T15:37:00.000","019XX S MICHIGAN AVE","1210","DECEPTIVE PRACTICE","THEFT OF LABOR / SERVICES","RESTAURANT","false","false","0132","001","3","33","11","1177518","1891016","2024","2024-10-28T15:40:58.000","41.856277428","-87.62389589","
,  
(41.856277428, -87.62389589)"
"13637117","JH475755","2024-10-20T15:36:00.000","059XX S PULASKI RD","1345","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","CTA BUS","false","false","0822","008","23","65","14","1150715","1865094","2024","2024-10-28T15:40:58.000","41.785709457","-87.722952947","
,  
(41.785709457, -87.722952947)"
"13636740","JH475729","2024-10-20T15:35:00.000","044XX S PULASKI RD","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","true","false","0821","008","14","57","06","1150424","1874895","2024","2024-10-28T15:40:58.000","41.812610526","-87.723765071","
,  
(41.812610526, -87.723765071)"
"13636750","JH475763","2024-10-20T15:33:00.000","012XX S RACINE AVE","143C","WEAPONS VIOLATION","UNLAWFUL POSSESSION - AMMUNITION","STREET","true","false","1232","012","28","28","15","1168567","1894451","2024","2024-10-28T15:40:58.000","41.8659016","-87.656651085","
,  
(41.8659016, -87.656651085)"
"13636728","JH475762","2024-10-20T15:31:00.000","033XX W CHICAGO AVE","2024","NARCOTICS","POSSESS - HEROIN (WHITE)","ALLEY","false","false","1121","011","27","23","18","1153933","1905133","2024","2024-10-28T15:40:58.000","41.895518078","-87.710088854","
,  
(41.895518078, -87.710088854)"
"13636970","JH475844","2024-10-20T15:30:00.000","012XX S HARDING AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1011","010","24","29","14","1150243","1894129","2024","2024-10-28T15:40:58.000","41.865394646","-87.723928428","
,  
(41.865394646, -87.723928428)"
"13637582","JH476532","2024-10-20T15:30:00.000","057XX S DAMEN AVE","0710","THEFT","THEFT FROM MOTOR VEHICLE","STREET","false","false","0715","007","15","67","06","1164009","1866527","2024","2024-10-28T15:40:58.000","41.789372478","-87.674170297","
,  
(41.789372478, -87.674170297)"
"13640516","JH479178","2024-10-20T15:30:00.000","027XX N CLARK ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1935","019","43","7","06","1171615","1918633","2024","2024-10-28T15:40:58.000","41.932191946","-87.64474923","
,  
(41.932191946, -87.64474923)"
"13637486","JH476542","2024-10-20T15:30:00.000","037XX N HALSTED ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1925","019","46","6","07","1170260","1924854","2024","2024-10-28T15:40:58.000","41.949292379","-87.649546279","
,  
(41.949292379, -87.649546279)"
"13640537","JH480108","2024-10-20T15:30:00.000","011XX S CLARK ST","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","GROCERY FOOD STORE","false","false","0123","001","34","32","11","1175696","1895352","2024","2024-10-28T15:40:58.000","41.86821682","-87.6304532","
,  
(41.86821682, -87.6304532)"
"13638160","JH476788","2024-10-20T15:30:00.000","016XX W 81ST ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","OTHER (SPECIFY)","false","true","0614","006","17","71","08B","1166634","1850994","2024","2024-10-28T15:40:58.000","41.746692239","-87.664987808","
,  
(41.746692239, -87.664987808)"
"13637065","JH476014","2024-10-20T15:30:00.000","021XX W RANDOLPH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE - YARD (FRONT / BACK)","false","false","1223","012","27","28","14","1162140","1901191","2024","2024-10-28T15:40:58.000","41.884533356","-87.680056674","
,  
(41.884533356, -87.680056674)"
"13636779","JH475766","2024-10-20T15:29:00.000","042XX S ARCHER AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","true","false","0921","009","12","58","15","1156622","1876206","2024","2024-10-28T15:40:58.000","41.816085188","-87.700995165","
,  
(41.816085188, -87.700995165)"
"13640204","JH479767","2024-10-20T15:29:00.000","021XX W LELAND AVE","0560","ASSAULT","SIMPLE","RESIDENCE","false","false","1911","019","47","4","08A","1161416","1931194","2024","2024-10-28T15:40:58.000","41.966878675","-87.681878255","
,  
(41.966878675, -87.681878255)"
"13638260","JH476454","2024-10-20T15:29:00.000","036XX N RACINE AVE","0820","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","false","false","1923","019","44","6","06","1167638","1924528","2024","2024-10-28T15:40:58.000","41.948454819","-87.659193729","
,  
(41.948454819, -87.659193729)"
